Ime;Višinska_razlika;Zahtevnost;Čas 
Krekova koča na Ratitovcu;482;lahka označena pot;1 h 15 min
Krekova koča na Ratitovcu;530;lahka označena pot;2 h
Krekova koča na Ratitovcu;1165;delno zahtevna označena pot;3 h
Krekova koča na Ratitovcu;1140;lahka označena pot;3 h
Krekova koča na Ratitovcu;615;lahka označena pot;2 h 15 min
Krekova koča na Ratitovcu;600;lahka označena pot;3 h 30 min
Krekova koča na Ratitovcu;740;lahka označena pot;2 h 20 min
Krekova koča na Ratitovcu;700;lahka označena pot;3 h 30 min
Krekova koča na Ratitovcu;565;lahka označena pot;3 h
Krekova koča na Ratitovcu;1075;lahka označena pot;3 h 55 min
Krekova koča na Ratitovcu;1175;lahka neoznačena steza, lahka označena pot;3 h 30 min
Krekova koča na Ratitovcu;820;lahka neoznačena steza;2 h 45 min
Krekova koča na Ratitovcu;750;lahka označena pot;2 h 45 min
Krekova koča na Ratitovcu;1085;lahka označena pot;3 h
Kremant (Ratitovec);615;lahka označena pot;1 h 45 min
Kremant (Ratitovec);500;lahka označena pot;2 h 45 min
Kremant (Ratitovec);535;lahka označena pot;2 h 30 min
Kremant (Ratitovec);715;lahka označena pot;2 h 30 min
Kremant (Ratitovec);790;lahka neoznačena steza;2 h 30 min
Krog (Ledinski grič);500;lahka neoznačena steza;1 h 50 min
Krog (Ledinski grič);340;lahka neoznačena steza;1 h 45 min
Krog (Ledinski grič);470;lahka neoznačena steza;1 h 15 min
Krog (Ledinski grič);310;lahka neoznačena steza;1 h 30 min
Krog (Ledinski grič);395;lahka neoznačena steza;2 h 5 min
Krog (Ledinski grič);335;lahka neoznačena steza;1 h 35 min
Kucelj (nad Kopačnico);520;lahka neoznačena steza;2 h 10 min
Kucelj (nad Kopačnico);505;lahka neoznačena steza;1 h 55 min
Lepo brdo;360;lahka neoznačena steza;1 h
Leskovica;230;lahka neoznačena steza;45 min
Lipniška planina;290;lahka neoznačena steza;1 h 40 min
Lipniški grad (Pusti grad nad Lipnico);225;lahka označena pot;1 h 20 min
Lipniški grad (Pusti grad nad Lipnico);200;lahka neoznačena steza;1 h 5 min
Lipniški grad (Pusti grad nad Lipnico);150;lahka označena pot;40 min
Lipniški grad (Pusti grad nad Lipnico);175;lahka označena pot;45 min
Lipniški grad (Pusti grad nad Lipnico);250;lahka označena pot;2 h 30 min
Lipniški grad (Pusti grad nad Lipnico);200;lahka neoznačena steza;1 h 20 min
Lipniški grad (Pusti grad nad Lipnico);225;lahka neoznačena steza;2 h 15 min
Lipniški grad (Pusti grad nad Lipnico);170;lahka neoznačena steza;1 h 15 min
Lipniški grad (Pusti grad nad Lipnico);140;lahka neoznačena steza;1 h 5 min
Loncmanova Sivka (Mrzli Vrh);540;lahka označena pot;1 h 40 min
Loncmanova Sivka (Mrzli Vrh);525;lahka označena pot;1 h 35 min
Loncmanova Sivka (Mrzli Vrh);340;lahka označena pot;1 h 25 min
Loncmanova Sivka (Mrzli Vrh);635;lahka označena pot;2 h 40 min
Loncmanova Sivka (Mrzli Vrh);350;lahka označena pot;1 h 40 min
Loncmanova Sivka (Mrzli Vrh);410;lahka označena pot;2 h
Loncmanova Sivka (Mrzli Vrh);345;lahka označena pot;1 h 30 min
Lovska koča LD Otavnik;410;lahka označena pot;1 h 25 min
Lovska koča LD Otavnik;275;lahka označena pot;1 h
Lovska koča na Taležu;301;lahka označena pot;1 h
Lovska koča na Taležu;298;lahka označena pot;45 min
Lovska koča na Taležu;250;lahka neoznačena steza;1 h
Lovska koča na Toli;29;lahka označena pot;10 min
Lovska koča na Toli;475;lahka označena pot;2 h 25 min
Lubnik;425;lahka označena pot;1 h 30 min
Lubnik;255;lahka označena pot;40 min
Lubnik;669;lahka označena pot;2 h 15 min
Lubnik;715;lahka označena pot;2 h 15 min
Lubnik;700;lahka označena pot;2 h
Lubnik;650;lahka označena pot;2 h 15 min
Lubnik;688;zahtevno brezpotje;1 h 30 min
Lubnik;702;zelo zahtevno brezpotje;1 h 45 min
Lubnik;725;lahka označena pot;3 h 45 min
Lubnik;425;lahka označena pot;2 h 15 min
Malenski vrh;365;lahka označena pot;1 h 5 min
Malenski vrh;669;lahka označena pot;1 h 45 min
Malenski vrh;420;lahka označena pot;1 h 15 min
Malenski vrh;185;lahka neoznačena steza;25 min
Medrce;540;lahka označena pot;2 h 20 min
Medrce;757;lahka označena pot;2 h
Medrce;950;lahka označena pot;3 h 15 min
Medrce;800;lahka označena pot;2 h 30 min
Medrce;1115;lahka označena pot;3 h 25 min
Medrce;825;lahka označena pot;2 h 40 min
Miklavška gora;525;lahka označena pot;1 h 25 min
Miklavška gora;525;lahka neoznačena steza;1 h 45 min
Mladi vrh;550;lahka označena pot;1 h 40 min
Mladi vrh;550;lahka označena pot;2 h 15 min
Mladi vrh;685;lahka označena pot;1 h 45 min
Mladi vrh;550;lahka označena pot;2 h
Mladi vrh;690;lahka označena pot;2 h 5 min
Mladi vrh;525;lahka neoznačena steza;1 h 45 min
Oblakova planina;150;lahka neoznačena steza;1 h 50 min
Oblakova planina;175;lahka neoznačena steza;2 h 5 min
Ojstra peč;125;lahka neoznačena steza;1 h 5 min
Ojstra peč;80;lahka neoznačena steza;30 min
Ojstra peč;135;lahka neoznačena steza;1 h 10 min
Ojstra peč;35;lahka neoznačena steza;20 min
Ojstra peč;170;lahka neoznačena steza;2 h 15 min
Ojstra peč;135;lahka neoznačena steza;40 min
Ojstra peč;180;lahka neoznačena steza;2 h 20 min
Ojstra peč;70;lahka neoznačena steza;25 min
Ojstra peč;125;lahka neoznačena steza;35 min
Ojstra peč;100;lahka neoznačena steza;30 min
Otavnik;630;lahka označena pot, lahko brezpotje;1 h 50 min
Otavnik;495;lahka označena pot, lahko brezpotje;1 h 25 min
Partizanska tehnika Meta;535;lahka neoznačena steza, lahka označena pot;1 h 50 min
Partizanska tehnika Meta;615;lahka označena pot;1 h 50 min
Partizanska tehnika Meta;680;lahka neoznačena steza, lahka označena pot;2 h
Partizanska tehnika Meta;625;lahka neoznačena steza, lahka označena pot;2 h
Partizanski dom na Vodiški planini;578;lahka označena pot;1 h 35 min
Partizanski dom na Vodiški planini;450;lahka označena pot;1 h 40 min
Partizanski dom na Vodiški planini;800;lahka označena pot;2 h 35 min
Partizanski dom na Vodiški planini;658;lahka označena pot;1 h 45 min
Partizanski dom na Vodiški planini;532;lahka označena pot;1 h 30 min
Partizanski dom na Vodiški planini;400;lahka označena pot;2 h 15 min
Partizanski dom na Vodiški planini;578;delno zahtevna označena pot;1 h 30 min
Partizanski dom na Vodiški planini;210;lahka označena pot;2 h 5 min
Partizanski dom na Vodiški planini;550;lahka označena pot;2 h 35 min
Partizanski dom na Vodiški planini;700;lahka neoznačena steza;2 h 30 min
Partizanski dom na Vodiški planini;620;lahka neoznačena steza;2 h
Partizanski dom na Vodiški planini;790;lahka označena pot;2 h 30 min
Partizanski dom na Vodiški planini;630;lahka označena pot;2 h 50 min
Partizanski dom na Vodiški planini;840;lahka neoznačena steza, lahka označena pot;2 h 40 min
Partizanski dom na Vodiški planini;805;lahka neoznačena steza, lahka označena pot;2 h 40 min
Planina Kališnik;250;lahka označena pot;45 min
Planina Kališnik;395;lahka označena pot;1 h 5 min
Planina Klom;340;lahka označena pot;1 h 20 min
Planina Klom;525;lahka označena pot;1 h 35 min
Planina Klom;500;lahka označena pot;1 h 30 min
Planina Otavnik;590;lahka označena pot;1 h 45 min
Planina Otavnik;455;lahka označena pot;1 h 20 min
Planina Pečana;72;lahka označena pot;15 min
Planina Pečana;530;lahka označena pot;3 h
Planina Pečana;570;lahka označena pot;1 h 50 min
Planina Pečana;365;lahka označena pot;2 h 30 min
Planina Pečana;1000;lahka neoznačena steza, lahka označena pot;3 h
Planina Prihod;375;lahka označena pot;1 h
Planina Prihod;640;lahka neoznačena steza;2 h
Planina Prihod;605;lahka označena pot;2 h 10 min
Planina Tamar;175;lahka neoznačena steza;2 h
Planina Tamar;200;lahka neoznačena steza;2 h 20 min
Planina Vršana;473;lahka neoznačena steza;1 h 15 min
Planinska koča Mrzl'k;545;lahka označena pot;2 h
Planinska koča Mrzl'k;385;lahka označena pot;1 h 40 min
Planinska koča Mrzl'k;325;lahka označena pot;1 h 10 min
Planinska koča Mrzl'k;530;lahka označena pot;1 h 45 min
Planinska koča Mrzl'k;335;lahka označena pot;1 h 25 min
Planinska koča Mrzl'k;345;lahka označena pot;1 h 40 min
Planinska koča Mrzl'k;540;lahka označena pot;1 h 45 min
Planinski dom Goška ravan;440;lahka označena pot;1 h 15 min
Planinski dom Goška ravan;440;lahka neoznačena steza;1 h 25 min
Planinski dom Goška ravan;530;lahka označena pot;2 h 10 min
Planinski dom Goška ravan;575;lahka neoznačena steza;2 h 30 min
Planinski dom Goška ravan;570;lahka označena pot, lahka neoznačena steza;3 h 25 min
Planinski dom Goška ravan;620;delno zahtevna označena pot, lahka neoznačena steza;3 h 25 min
Počitniški dom Goričane;75;lahka neoznačena steza;45 min
Porezen;827;lahka označena pot;2 h 30 min
Porezen;550;lahka označena pot;1 h 45 min
Porezen;600;lahka označena pot;2 h 15 min
Porezen;1245;lahka označena pot;3 h 15 min
Porezen;540;lahka označena pot;1 h 50 min
Porezen;700;lahka označena pot;2 h 45 min
Porezen;750;lahka označena pot;3 h 5 min
Porezen;977;lahka označena pot;2 h 30 min
Porezen;977;lahka označena pot;2 h 45 min
Porezen;1150;lahka označena pot;3 h 30 min
Porezen;1305;lahka neoznačena steza, lahka označena pot;3 h 45 min
Porezen;1305;lahka neoznačena steza, lahka označena pot;4 h
Porezen;1155;lahka označena pot;3 h 35 min
Porezen;830;lahka označena pot;2 h 30 min
Porezen;965;lahka označena pot;2 h 55 min
Porezen;1220;lahka označena pot;4 h
Porezen;835;lahka označena pot;2 h 35 min
Porezen;965;lahka označena pot;3 h
Porezen;1025;lahka označena pot;3 h 15 min
Porezen;1365;lahka označena pot;4 h 10 min
Porezen;1075;lahka označena pot;3 h 25 min
Prtovč;535;delno zahtevna označena pot;1 h 30 min
Prtovč;475;lahka označena pot;2 h 30 min
Prtovč;600;delno zahtevna označena pot;1 h 50 min
Prtovč;570;lahka označena pot;1 h 45 min
Razpok;512;lahka označena pot;1 h 30 min
Razpok;555;lahka neoznačena steza;2 h
Razpok;550;lahka označena pot, lahka neoznačena steza;2 h 45 min
Razpok;85;lahka označena pot;45 min
Razpok;600;delno zahtevna označena pot, lahka neoznačena steza;2 h 45 min
Ribčeva planina;196;lahka označena pot;35 min
Ribčeva planina;615;lahka neoznačena steza, lahka označena pot;1 h 45 min
Ribenska planina;65;lahka neoznačena steza;35 min
Ribenska planina;130;lahka neoznačena steza;40 min
Rodne;465;lahka označena pot;1 h 20 min
Rovnik;245;lahka neoznačena steza;45 min
Rovnik;239;lahka neoznačena steza;40 min
Šebrelje;386;delno zahtevna označena pot;1 h 20 min
Selska planina;51;lahka neoznačena steza;20 min
Sivka;218;lahka označena pot;45 min
Sivka;375;lahka označena pot;1 h 30 min
Sivka;590;lahka označena pot;2 h
Sivka;550;lahka označena pot;1 h 50 min
Sivka;340;lahka označena pot;1 h 15 min
Sivka;350;lahka označena pot;1 h 40 min
Sivka;425;lahka označena pot;2 h
Sivka;635;lahka označena pot;2 h 30 min
Škofje;649;lahka označena pot;1 h 45 min
Škofje;230;lahka označena pot;1 h 10 min
Škofje;555;lahka označena pot;3 h 15 min
Škofje;625;lahka označena pot;2 h 45 min
Škofje;275;lahka neoznačena steza;1 h
Škofje;530;lahka označena pot;2 h 55 min
Škofje;475;lahka označena pot, lahka neoznačena steza;1 h 40 min
Škofje;650;lahka neoznačena steza;1 h 45 min
Škofje;500;lahka označena pot;2 h
Slap Grmečica;20;lahka označena pot;20 min
Slap Grmečica;10;lahka označena pot;20 min
Slap Grmečica;-10;delno zahtevna označena pot;1 h
Slap Grmečica;30;lahka neoznačena steza, lahka označena pot;35 min
Slap Šum;-43;lahka označena pot;15 min
Slap v Sopotih (Pršjak);105;lahka neoznačena steza, delno zahtevna neoznačena pot;25 min
Sleme (Površnica);230;lahka neoznačena steza;1 h 10 min
Sleme (Površnica);480;lahka neoznačena steza;1 h 35 min
Sleme (Površnica);485;lahka neoznačena steza;1 h 35 min
Sleme (Površnica);400;lahka neoznačena steza;2 h 5 min
Šmarjetna gora;256;lahka označena pot;40 min
Šmarjetna gora;250;lahka neoznačena steza;45 min
Šmarjetna gora;236;lahka neoznačena steza;40 min
Šmarjetna gora;256;lahka neoznačena steza;40 min
Šmarjetna gora;275;lahka neoznačena steza;50 min
Šmarjetna gora;250;lahka neoznačena steza;45 min
Špičasti hrib;445;lahka označena pot;1 h 30 min
Špičasti hrib;185;lahka označena pot;40 min
Špičasti hrib;425;lahka označena pot;1 h 30 min
Špičasti hrib;625;lahka označena pot;2 h 20 min
Špik (Vranškov grič);500;lahka označena pot;1 h 35 min
Špik (Vranškov grič);520;lahka neoznačena steza;1 h 50 min
Špik (Vranškov grič);505;lahka neoznačena steza;1 h 45 min
Stari vrh;293;lahka označena pot;50 min
Stari vrh;530;lahka označena pot;1 h 35 min
Stari vrh;530;lahka označena pot;1 h 30 min
Štor;506;lahka označena pot;1 h 25 min
Štor;440;lahka označena pot;1 h 45 min
Štor;413;lahka označena pot;1 h 25 min
Štor;640;lahka označena pot;2 h 50 min
Štor;635;lahka označena pot;2 h 15 min
Štor;700;lahka označena pot;2 h 40 min
Štor;720;lahka označena pot;2 h 45 min
Štor;420;lahka označena pot;1 h 35 min
Štor;235;lahka označena pot;1 h 20 min
Štor;655;lahka označena pot;2 h 20 min
Štor;565;lahka označena pot;3 h
Štor;635;lahka neoznačena steza, lahka označena pot;3 h
Stovc (Stolec);90;lahka neoznačena steza;30 min
Stovc (Stolec);90;lahka neoznačena steza;25 min
Stovc (Stolec);30;lahka neoznačena steza;20 min
Stovc (Stolec);5;lahka neoznačena steza;20 min
Suharna;461;lahka označena pot;1 h 10 min
Sveta Ana (Ledinica);19;lahka označena pot;5 min
Sveta Jedert (Lajše);180;lahka označena pot;40 min
Sveta Jedert (Lajše);345;lahka neoznačena steza;1 h 35 min
Sveti Brikcij (Četena Ravan);222;lahka označena pot;40 min
Sveti Duh (Labinje);210;lahka označena pot, lahka neoznačena steza;1 h
Sveti Duh (Labinje);355;lahka označena pot, lahka neoznačena steza;1 h 10 min
Sveti Ivan nad Divjimi babami;320;delno zahtevna označena pot;1 h
Sveti Jošt nad Kranjem;315;lahka označena pot;45 min
Sveti Jošt nad Kranjem;345;lahka označena pot;50 min
Sveti Jošt nad Kranjem;475;lahka označena pot;1 h 20 min
Sveti Jošt nad Kranjem;195;lahka označena pot;40 min
Sveti Jošt nad Kranjem;575;lahka označena pot;2 h 30 min
Sveti Jošt nad Kranjem;210;lahka označena pot;45 min
Sveti Jošt nad Kranjem;444;lahka označena pot;1 h 20 min
Sveti Jošt nad Kranjem;315;lahka označena pot;45 min
Sveti Jošt nad Kranjem;315;lahka označena pot;50 min
Sveti Jošt nad Kranjem;444;lahka označena pot;1 h 15 min
Sveti Jošt nad Kranjem;444;lahka označena pot;1 h 15 min
Sveti Jošt nad Kranjem;465;lahko brezpotje;2 h
Sveti Jošt v Trebenčah;248;delno zahtevna neoznačena pot;1 h
Sveti Križ (Križna Gora);320;lahka označena pot;1 h 10 min
Sveti Križ (Križna Gora);500;lahka označena pot;2 h 15 min
Sveti Križ (Križna Gora);315;lahka označena pot;1 h
Sveti Križ (Križna Gora);280;lahka neoznačena steza, lahka označena pot;50 min
Sveti Križ (Križna Gora);280;lahka označena pot;1 h
Sveti Križ (Križna Gora);30;lahka označena pot;20 min
Sveti Križ (Križna Gora);485;lahka označena pot;2 h 10 min
Sveti Križ (Križna Gora);530;lahka neoznačena steza, lahka označena pot;2 h 45 min
Sveti Križ (Križna Gora);350;lahka neoznačena steza;1 h 25 min
Sveti Križ (Križna Gora);530;lahka neoznačena steza, lahka označena pot;2 h 40 min
Sveti Križ (Križna Gora);460;lahka označena pot;2 h 15 min
Sveti Križ (Križna Gora);465;lahka označena pot;2 h 10 min
Sveti Križ nad Selcami;440;lahka neoznačena steza;1 h 15 min
Sveti Križ nad Selcami;440;lahka neoznačena steza;1 h 15 min
Sveti Križ nad Selcami;250;lahka neoznačena steza;1 h 30 min
Sveti Križ nad Selcami;420;lahka neoznačena steza;2 h 25 min
Sveti Lambert (Lancovo);125;lahka neoznačena steza;1 h 5 min
Sveti Lovrenc na Lovrenški gori;20;lahka označena pot;25 min
Sveti Marko (Spodnje Danje);5;lahka neoznačena steza;20 min
Sveti Mohor (Zabrekve);315;lahka označena pot;1 h 30 min
Sveti Mohor (Zabrekve);540;lahka označena pot;1 h 45 min
Sveti Mohor (Zabrekve);450;lahka neoznačena steza;1 h 20 min
Sveti Mohor (Zabrekve);295;lahka označena pot;1 h 30 min
Sveti Mohor (Zabrekve);530;lahka neoznačena steza;1 h 40 min
Sveti Mohor (Zabrekve);395;lahka označena pot;1 h 40 min
Sveti Mohor (Zabrekve);540;lahka neoznačena steza;1 h 40 min
Sveti Mohor (Zabrekve);480;lahka neoznačena steza;1 h 35 min
Sveti nadangel Gabrijel (Planica);470;lahka označena pot;1 h 30 min
Sveti nadangel Gabrijel (Planica);465;lahka označena pot;1 h 20 min
Sveti nadangel Gabrijel (Planica);145;lahka označena pot;35 min
Sveti nadangel Gabrijel (Planica);424;lahka označena pot;1 h 30 min
Sveti nadangel Gabrijel (Planica);700;lahka označena pot;2 h 30 min
Sveti nadangel Gabrijel (Planica);165;lahka označena pot;50 min
Sveti nadangel Gabrijel (Planica);500;lahka neoznačena steza;2 h
Sveti nadangel Gabrijel (Planica);500;lahka označena pot;2 h 5 min
Sveti nadangel Gabrijel (Planica);430;lahka označena pot;1 h 30 min
Sveti nadangel Gabrijel (Planica);550;lahka neoznačena steza;2 h 20 min
Sveti Pavel (Stara Oselica);300;lahka označena pot;1 h
Sveti Pavel (Straža);204;lahka označena pot;35 min
Sveti Primož in Felicijan (Jamnik);337;lahka označena pot;1 h 10 min
Sveti Primož in Felicijan (Jamnik);15;lahka označena pot;8 min
Sveti Primož in Felicijan (Jamnik);370;lahka označena pot;1 h 15 min
Sveti Primož in Felicijan (Jamnik);180;lahka neoznačena steza;50 min
Sveti Primož in Felicijan (Jamnik);340;lahka neoznačena steza;50 min
Sveti Primož in Felicijan (Jamnik);365;lahka označena pot;1 h 15 min
Sveti Primož in Felicijan (Jamnik);320;lahka neoznačena steza;1 h 10 min
Sveti Primož in Felicijan (Jamnik);405;lahka neoznačena steza;1 h 20 min
Sveti Primož in Felicijan (Jamnik);360;lahka neoznačena steza;1 h 20 min
Sveti Primož in Felicijan (Jamnik);270;lahka neoznačena steza;1 h 10 min
Sveti Primož in Felicijan na Gabrški gori;455;lahka označena pot;1 h 20 min
